Geneid,GSM461177,GSM461180
FBgn0037338,20,32
FBgn0028688,134,187
FBtr0304305_df_nrg,0,0
FBgn0038144,0,4
FBgn0283468,238,206
FBgn0039802,142,129
FBgn0287225,270,329
FBgn0267939,14,3
FBgn0040493,255,286
FBti0059798,2,0
FBgn0263544,0,0
FBgn0016685,328,405
FBti0063897,0,0
FBti0059725,0,0
FBgn0039136,153,153
FBti0063085,0,0
FBgn0037446,112,135
FBgn0038721,134,117
FBgn0263412,0,0
FBgn0011672,144,136
FBti0019422,0,0
FBgn0039697,304,343
FBgn0027518,130,136
FBgn0037873,111,142
FBgn0039713,10845,12212
FBgn0039602,54,69
FBgn0039067,42,64
FBgn0039589,40,42
FBgn0264830,0,0
FBgn0037760,268,214
FBgn0039118,4,12
FBgn0266247,0,0
FBgn0038063,0,0
FBgn0039349,50,56
FBti0063920,0,0
FBgn0039667,0,0
FBgn0039483,0,0
FBgn0263480,0,0
FBgn0037432,0,0
FBgn0037896,12,8
FBgn0267799,0,0
FBgn0038569,86,110
FBgn0262363,0,0
FBgn0038658,0,0
FBgn0013813,0,4
FBgn0038546,73,84
FBgn0086054,0,0
FBgn0037621,112,94
FBgn0002937,0,0
FBgn0003169,172,211
FBgn0004897,0,0
FBgn0037780,66,38
FBgn0262582,1430,1180
FBgn0038741,24,28
FBgn0051207,0,0
FBgn0025879,0,0
FBgn0040253,0,2
FBgn0085384,8,7
FBti0063746,0,0
FBgn0053551,0,0
FBgn0027562,0,0
FBgn0039594,2,4
FBti0062446,0,0
FBgn0037324,0,2
FBgn0038234,20,34
FBgn0039197,0,0
FBgn0266566,0,0
FBgn0019925,154,220
FBgn0039480,0,0
FBgn0037611,11,8
FBti0063300,0,0
FBgn0266599,10184,14121
FBgn0039065,22,20
FBgn0038765,8,16
FBgn0267818,0,0
FBgn0004186,0,0
FBgn0262994,0,0
FBgn0038217,0,0
FBgn0038584,24,52
FBgn0039687,61,100
FBgn0263652,0,0
FBgn0038492,0,0
FBgn0037885,10,12
FBti0019372,0,0
FBti0059907,0,0
FBti0019424,0,0
FBgn0266268,184,230
FBgn0038942,0,0
FBgn0040623,0,0
FBti0062759,0,0
FBgn0037485,0,0
FBti0061927,0,0
FBgn0051176,0,0
FBgn0051477,0,6
FBgn0039204,66,100
FBgn0038179,0,2
FBgn0038588,16,22
FBgn0037574,10,19
FBgn0038878,0,0
FBti0061865,0,0
FBgn0038511,0,0
FBgn0026576,106,86
FBgn0266916,110,110
FBgn0261932,0,0
FBgn0039305,14,26
FBgn0038014,0,0
FBgn0038484,8,2
FBgn0250910,0,1
FBgn0265274,4,10
FBgn0263413,14,4
FBti0061078,0,0
FBtr0445488_df_nrg,0,0
FBgn0037618,0,3
FBti0062551,0,0
FBgn0039840,2,0
FBgn0038156,1,2
FBgn0051506,0,0
FBgn0267766,0,0
FBgn0026417,24,31
FBgn0038028,0,0
FBti0061735,0,0
FBgn0037429,16,18
FBti0019403,0,1
FBgn0001197,357,563
FBti0060417,0,0
FBgn0013278,0,0
FBgn0038977,0,0
FBtr0309743_df_nrg,0,0
FBgn0039376,0,1
FBgn0024558,106,102
FBgn0039875,216,223
FBgn0039434,0,2
FBgn0264832,0,0
FBgn0037556,68,67
FBgn0262005,0,0
FBgn0267104,0,0
FBgn0041707,0,1
FBgn0263554,0,0
FBgn0267761,0,0
FBgn0037225,3,8
FBgn0004510,56,90
FBgn0038076,0,0
FBti0061577,0,0
FBti0064294,0,0
FBgn0051140,60,59
FBgn0266697,0,0
FBti0061513,0,0
FBgn0039366,0,0
FBgn0264430,0,0
FBgn0025571,284,219
FBti0062854,0,0
FBgn0039347,2,6
FBgn0058182,0,0
FBgn0267918,0,0
FBti0020352,0,0
FBgn0086704,0,3
FBti0062098,0,0
FBgn0085465,2,0
FBgn0038186,0,0
FBgn0011905,0,0
FBgn0039453,0,0
FBtr0309573_df_nrg,0,0
FBgn0037391,141,146
FBgn0038829,96,109
FBgn0083049,1,2
FBgn0038123,0,0
FBgn0000454,376,408
FBgn0039348,122,160
RR48349_transposable_element,0,0
FBgn0266407,0,0
FBgn0037215,614,623
FBgn0286204,0,0
FBgn0283555,0,0
FBgn0037538,92,71
FBti0020385,0,0
FBgn0259917,0,0
FBgn0037999,83,112
FBgn0027657,52,50
FBgn0037862,0,0
FBgn0038909,23,12
FBgn0038127,0,0
FBti0019368,0,2
FBgn0039405,0,0
FBgn0053207,89,97
FBgn0039467,115,100
FBgn0267661,2,0
FBgn0260760,0,0
FBgn0020912,0,0
FBgn0004606,2502,1991
FBgn0038771,212,270
FBti0019456,0,0
FBgn0051269,0,0
FBgn0263118,33,61
FBgn0037992,0,0
FBtr0472759_df_nrg,0,0
FBgn0039482,0,0
FBgn0002629,0,0
FBgn0037671,443,574
FBgn0051345,0,0
FBgn0039324,0,0
FBgn0267807,0,0
FBgn0037661,14,22
FBgn0051327,0,0
FBgn0083050,1,1
FBti0063778,0,0
FBgn0039038,0,0
FBgn0039568,2,0
FBgn0039818,0,2
FBgn0038673,14,28
FBgn0037548,21,14
FBgn0039408,0,3
FBgn0037506,2,0
FBgn0283546,0,0
FBgn0028837,46,62
FBgn0260794,905,1048
FBgn0039811,0,0
FBgn0262576,2,4
FBti0060429,0,0
FBti0062139,0,0
FBti0061873,0,0
FBgn0285993,0,0
FBgn0266464,167,160
FBgn0037622,120,124
FBti0019458,0,0
FBgn0267565,0,0
FBgn0037798,0,0
FBti0019420,0,0
FBgn0039151,0,2
FBgn0086472,2902,3759
FBgn0085336,0,0
FBgn0264896,0,0
FBgn0038945,0,0
FBgn0082831,265,290
FBgn0040608,0,0
FBgn0043457,21,18
FBgn0037223,4,0
FBgn0039740,52,36
FBgn0038617,38,40
FBgn0037845,0,2
FBgn0262587,18,34
FBti0019314,0,0
FBgn0270928,0,0
FBgn0038397,6,8
FBgn0267152,0,0
FBgn0039518,0,0
FBgn0040252,3,1
FBgn0038365,1,0
FBgn0037749,44,36
FBgn0285911,226,202
FBti0019338,0,0
FBgn0266738,0,0
FBgn0037290,2,20
FBgn0002626,4676,5402
FBti0061786,0,0
FBgn0067782,0,0
FBgn0037411,0,0
FBgn0040227,572,577
FBgn0038775,0,0
FBgn0051205,0,0
FBgn0038447,0,0
FBgn0038438,120,118
FBgn0039068,8,12
FBgn0015230,0,0
FBgn0046225,26,27
FBgn0003358,0,0
FBgn0262588,17,11
FBgn0024289,0,0
FBgn0015625,38,56
RR46410_transposable_element,0,0
FBgn0266175,0,0
FBgn0267195,0,0
FBgn0053346,0,0
FBgn0037916,4,6
FBti0020332,0,0
FBti0062535,0,0
FBgn0038601,44,48
FBgn0038271,752,713
FBgn0051105,0,0
FBgn0064912,0,2
FBgn0015737,638,726
FBgn0039448,0,0
FBgn0038702,0,0
FBgn0039565,0,0
FBgn0027524,30,54
FBti0061018,0,0
FBti0059850,0,0
FBgn0263406,0,0
FBgn0003507,829,689
FBgn0015572,0,6
FBgn0042106,3,5
FBgn0262003,0,0
FBgn0039471,0,0
FBgn0086060,0,0
FBti0020298,0,0
FBgn0003525,212,156
FBgn0015229,78,58
FBgn0283499,741,582
FBgn0267148,0,2
FBgn0039490,0,2
FBgn0037384,20,28
FBgn0265082,474,478
FBti0019350,1,3
FBgn0037239,124,52
FBgn0053658,0,0
FBgn0051413,0,0
FBgn0039686,0,1
FBgn0051313,4,0
FBgn0039698,67,56
FBgn0037553,32,14
FBgn0039754,0,0
FBti0063269,0,0
FBgn0038173,0,0
FBgn0265419,64,41
FBti0019326,2,2
FBgn0051125,4,4
FBgn0039829,20,16
FBgn0010328,685,669
FBgn0038515,74,40
FBgn0039776,487,371
FBgn0019957,170,174
FBgn0000150,1058,1633
FBgn0038047,4,2
FBgn0002645,848,860
FBgn0004436,183,162
FBgn0069242,50,49
FBgn0263388,0,0
FBgn0267722,0,0
FBgn0083946,0,0
FBgn0038381,24,12
FBgn0051373,0,0
FBgn0025821,0,0
FBgn0044823,22,26
FBti0062454,0,0
FBgn0086061,2,0
FBgn0039472,0,0
FBgn0040687,0,0
FBgn0038188,0,0
FBgn0038575,2,4
FBgn0053108,5,3
FBgn0051174,0,0
FBgn0267810,0,0
FBgn0039059,2,0
FBgn0001280,41,76
FBgn0016917,730,686
FBgn0051087,0,0
FBgn0039339,0,0
FBti0061896,0,0
FBgn0038038,104,112
FBgn0267953,0,0
FBti0019282,0,0
FBgn0039040,0,0
FBgn0038250,27,27
FBgn0039039,2,1
FBgn0038056,43,48
FBti0063801,0,0
FBti0062520,0,0
FBgn0038676,0,0
FBgn0262367,0,0
FBgn0083039,0,0
FBgn0039009,0,0
FBti0019425,4,0
FBgn0004118,10,4
FBgn0038001,0,0
FBgn0026190,0,0
FBgn0051050,0,0
FBti0060383,0,0
FBgn0003889,0,2
FBti0063766,0,0
FBgn0051550,158,222
FBgn0038356,0,0
FBgn0038069,0,0
FBti0062420,0,0
FBgn0262006,0,0
FBtr0304218_df_nrg,0,0
FBgn0027865,31,50
FBgn0266451,0,0
FBti0019395,0,0
FBgn0262223,0,0
FBti0061757,2,1
FBti0061079,0,0
RR48326_transposable_element,0,1
FBgn0286507,0,0
FBgn0037672,14,17
FBgn0038846,1,0
FBgn0051167,0,0
FBgn0038371,18,8
FBgn0287587,0,0
FBti0019363,0,0
FBgn0045471,0,0
FBgn0039771,0,0
FBgn0039544,138,200
FBgn0051568,0,0
FBgn0263750,0,1
FBgn0039846,88,97
FBgn0010247,26,30
FBgn0261380,38,64
FBgn0037762,0,0
FBgn0266748,0,0
FBgn0038285,0,0
FBgn0039576,0,0
FBgn0040588,4,0
FBgn0039085,0,0
FBtr0304362_df_nrg,0,0
FBgn0051436,12,8
FBgn0037703,62,54
FBgn0039128,20,16
FBgn0266181,0,0
FBtr0472811_df_nrg,0,0
FBgn0040208,143,155
FBti0059724,0,0
FBti0060426,0,0
FBti0019390,0,0
FBgn0266405,0,0
FBgn0039252,84,94
FBti0019384,24,27
RR48318_transposable_element,0,0
FBgn0038654,0,0
FBti0019393,0,0
FBgn0004369,123,87
FBgn0039438,0,0
FBgn0000591,0,0
FBti0019364,3,15
FBgn0014869,139,307
FBgn0262167,114,93
FBgn0051460,1,3
FBgn0002632,0,0
FBgn0039145,2,1
FBti0019376,0,0
FBgn0037978,48,50
RR48388_transposable_element,0,0
FBgn0037359,22,30
FBgn0038211,0,0
FBti0063825,0,0
FBgn0037420,0,0
FBgn0266256,0,0
FBgn0039488,67,37
FBgn0038181,0,0
FBgn0039234,208,270
FBgn0051071,0,0
FBgn0039747,0,0
FBti0020296,0,0
FBgn0038202,2,0
FBgn0038597,88,112
FBgn0037415,0,0
FBgn0038237,10,0
FBgn0010113,969,791
FBgn0039743,144,139
FBgn0038083,2,0
FBgn0038972,42,46
FBgn0027620,283,259
FBgn0039371,0,0
FBgn0039170,0,0
FBgn0039759,0,4
FBgn0051467,8,0
FBtr0445452_df_nrg,0,0
FBti0061901,0,0
FBgn0267122,0,0
FBgn0002441,236,234
FBgn0265146,0,0
FBgn0014141,3614,3328
FBgn0038251,36,39
FBti0061829,0,0
FBgn0025457,117,162
FBgn0037970,0,0
FBgn0037653,82,84
FBgn0266371,0,0
FBti0063107,0,0
FBgn0263651,0,0
FBti0020375,0,0
FBgn0038190,0,0
FBgn0051418,0,0
FBgn0051265,0,0
FBgn0038315,0,0
FBti0062504,0,0
FBgn0004185,0,0
FBgn0038261,2,6
FBti0019341,5,1
FBgn0063261,0,0
FBgn0038150,0,0
FBgn0039593,0,10
FBgn0038391,83,51
FBti0060455,0,0
FBti0062885,0,0
FBti0063789,0,0
FBgn0039321,20,14
FBgn0266227,0,0
FBgn0051198,2,0
FBgn0026399,0,0
FBgn0039645,0,0
FBgn0039187,133,152
FBgn0037304,0,2
FBgn0037913,70,94
FBgn0039367,0,0
FBgn0082978,0,0
FBgn0039079,0,0
FBgn0086664,1,2
FBgn0264829,0,0
FBgn0261552,1172,255
FBgn0051294,0,0
FBgn0038897,0,2
FBgn0037836,0,0
FBgn0266581,100,138
FBgn0266393,0,0
FBgn0037856,58,73
FBgn0038947,217,276
FBgn0267650,0,0
FBgn0039849,146,149
FBtr0304170_df_nrg,0,0
FBgn0016123,20,30
FBgn0038318,234,312
FBgn0015032,0,0
FBgn0039559,299,285
FBgn0264426,3,0
FBgn0037370,48,60
FBgn0038691,2,0
FBgn0037835,0,0
FBgn0027493,714,892
FBgn0267956,0,0
FBgn0010015,7,4
FBgn0261053,10,24
FBgn0037801,2,2
FBgn0051130,0,0
FBti0063833,0,0
FBgn0267563,0,0
FBgn0051451,5,9
FBgn0038256,148,136
FBgn0038549,8,19
FBgn0004087,20,34
FBti0061732,0,0
FBgn0053339,0,0
FBgn0011282,0,0
FBgn0051578,0,0
FBgn0038613,0,2
FBgn0037472,27,41
FBgn0026162,0,0
FBgn0260962,370,389
FBgn0037684,10,4
FBgn0038722,48,76
FBgn0015574,0,0
FBgn0039777,0,0
FBti0061835,0,0
FBgn0261356,0,0
FBgn0051475,0,0
FBgn0039738,76,91
FBgn0039381,86,156
FBgn0051459,0,0
FBgn0051068,4,9
FBti0019289,0,0
FBgn0037250,5,6
FBti0059899,0,0
FBgn0051155,34,26
FBgn0038750,0,0
FBgn0027526,22,48
FBgn0039271,14,12
FBgn0038749,0,0
FBgn0037607,628,1018
FBgn0037550,24,38
FBti0019391,0,1
FBgn0038693,7,6
FBgn0266448,0,0
FBgn0037974,25,24
FBgn0038877,127,92
FBgn0039766,8,9
FBgn0038106,96,96
FBgn0003275,68,116
FBti0062172,0,0
FBgn0051215,0,0
FBgn0262459,0,0
FBti0059879,0,1
FBti0063818,0,0
FBgn0085312,0,0
FBgn0262722,0,0
FBgn0038045,0,0
FBgn0037408,0,0
FBgn0038407,108,134
FBgn0039644,116,154
FBgn0037819,0,0
FBgn0259831,0,0
FBgn0037235,82,104
FBgn0261060,0,0
FBti0059877,0,0
FBgn0259237,0,0
FBgn0038923,16,18
FBgn0042710,0,0
FBti0061921,0,0
FBgn0037843,158,174
FBti0059783,0,0
FBgn0053208,337,343
FBgn0087012,0,2
FBgn0038978,0,0
FBgn0051547,2,0
FBgn0051391,0,0
FBgn0040575,3,2
FBgn0039154,1,0
FBti0063112,0,0
FBgn0038918,0,0
FBgn0038805,64,122
FBgn0038481,0,0
FBgn0051301,62,90
FBgn0260722,27,28
FBgn0262538,2,2
FBgn0038198,2,16
FBgn0039296,56,90
FBgn0039344,0,0
FBgn0037310,2,0
FBgn0038435,0,0
FBgn0286915,0,0
FBgn0037683,193,135
FBti0063716,0,0
FBgn0000276,4,12
FBgn0037371,124,126
FBgn0037345,6,15
FBgn0270925,0,2
FBgn0037614,26,24
FBgn0037525,0,2
FBtr0304511_df_nrg,0,0
FBgn0038046,73,85
FBgn0262542,0,0
FBgn0266235,0,0
FBgn0266702,0,0
FBgn0038761,0,0
FBti0062095,0,0
FBgn0051576,0,0
FBgn0038536,60,96
FBgn0037330,28,56
FBgn0038348,14,14
FBgn0259685,56,64
FBgn0051089,0,0
FBgn0038946,0,0
FBgn0037533,528,565
FBgn0037712,8,2
FBgn0037487,0,0
FBti0019423,0,0
FBgn0038953,76,136
FBgn0051390,20,40
FBgn0053483,0,0
FBgn0038627,0,0
FBgn0051528,0,0
FBgn0027583,103,97
FBgn0267202,0,0
FBgn0010040,0,2
FBti0062914,0,0
FBgn0039632,160,158
FBgn0037442,328,312
FBgn0054024,0,0
FBgn0004103,588,696
FBgn0039702,54,50
FBgn0266416,0,0
FBgn0037563,0,0
FBgn0026059,192,165
FBgn0039683,0,0
FBgn0259233,48,48
FBgn0265167,0,0
FBgn0261583,0,0
FBgn0046756,0,0
FBgn0039521,0,0
FBgn0039125,123,184
FBgn0038467,52,66
FBgn0010926,87,74
FBgn0038387,38,52
FBgn0037244,23,34
FBgn0037979,96,102
FBgn0053105,0,0
FBgn0082979,0,0
FBgn0051485,0,0
FBgn0001281,0,0
FBgn0267366,0,2
FBgn0038225,0,0
FBgn0015591,0,0
FBtr0472810_df_nrg,0,0
FBgn0037428,0,0
FBgn0038339,0,0
FBtr0309635_df_nrg,0,0
FBgn0011945,0,0
FBgn0037613,12,27
FBtr0445482_df_nrg,0,0
FBgn0051262,2,0
FBgn0040528,1,0
FBgn0051183,0,0
FBgn0014029,356,567
FBti0062057,0,0
FBgn0013949,0,2
FBgn0037504,28,32
FBgn0039778,0,0
FBgn0037941,0,2
FBgn0267758,7,3
FBgn0267569,0,0
FBgn0267562,0,0
FBgn0023179,0,2
FBgn0051104,0,2
FBgn0046258,1,2
FBgn0038095,0,2
FBgn0039202,0,1
FBgn0038723,82,75
FBgn0039739,0,0
FBtr0309591_df_nrg,0,0
FBgn0022359,5,13
FBgn0004783,0,0
FBgn0037936,2,2
FBgn0038109,6,5
FBgn0265166,0,0
FBti0059903,0,0
RR48350_transposable_element,0,2
FBgn0051251,10,16
FBgn0264903,0,0
FBgn0039113,56,70
FBgn0038277,0,2
FBgn0284229,0,0
FBgn0038706,0,0
FBgn0265169,0,0
FBgn0262473,498,555
FBgn0259222,0,0
FBgn0267209,0,0
FBgn0016120,254,326
FBgn0083974,0,2
FBgn0037853,157,197
FBgn0002863,0,0
FBgn0262974,0,0
FBgn0038606,0,0
FBti0019464,2,2
FBti0019317,0,0
FBgn0039768,0,0
FBgn0039869,204,214
FBgn0026565,0,0
FBti0061856,0,0
FBgn0039437,0,0
FBgn0038266,0,0
FBgn0065087,0,0
FBgn0037723,1,6
FBti0019359,0,0
FBgn0264741,0,0
FBgn0051464,0,0
FBgn0266698,0,0
FBgn0037828,0,0
FBgn0259730,0,0
FBgn0265041,0,0
FBgn0038426,32,21
FBgn0037719,52,58
FBgn0038002,0,0
FBgn0039058,2,3
FBgn0027508,96,106
FBgn0003205,324,298
FBgn0261817,0,0
FBgn0002772,0,0
FBgn0027497,190,280
FBgn0044809,0,0
FBgn0037462,0,0
FBgn0038941,0,0
FBgn0053631,0,0
FBgn0267575,0,0
FBgn0039454,0,4
FBgn0265203,0,0
FBgn0265165,0,0
FBgn0038471,50,38
FBti0019419,0,0
FBti0019430,77,65
FBgn0051144,0,0
FBgn0024833,188,200
FBgn0014879,108,144
FBgn0267139,0,0
FBgn0038685,0,0
FBgn0039420,2,0
FBgn0039210,48,30
FBgn0285966,0,0
FBgn0262839,0,0
FBgn0039055,130,162
FBgn0039519,0,0
FBgn0024330,58,58
FBgn0038590,14,11
FBgn0278604,134,105
FBgn0024944,0,2
FBgn0038431,7,8
FBgn0039439,0,0
FBti0060911,0,0
FBgn0038798,0,0
FBgn0261015,5,6
FBti0019437,0,0
FBgn0039189,20,30
FBgn0054041,0,0
FBgn0266735,0,0
FBgn0038718,0,0
FBtr0304320_df_nrg,0,0
FBgn0002868,7,6
FBgn0065098,3,0
FBgn0263550,0,0
FBgn0051352,28,75
FBgn0051419,0,0
FBgn0014135,20,24
RR48364_transposable_element,0,2
FBgn0086663,0,0
FBgn0038902,2,3
FBgn0037572,0,0
FBti0063293,0,0
FBgn0038208,0,0
FBgn0038919,0,0
FBgn0267127,14,11
FBgn0039642,22,24
FBgn0037824,2,2
FBgn0039201,0,6
FBti0020345,0,0
FBti0019375,0,0
FBgn0039784,0,0
FBgn0263547,0,0
FBti0061578,0,0
FBgn0265189,18,49
FBgn0267205,2,0
FBgn0266719,64,84
FBgn0000166,0,0
FBgn0283438,176,193
FBgn0039680,144,226
FBgn0051445,4,8
FBgn0053329,105,54
FBgn0267145,0,0
FBgn0037901,54,93
FBgn0038482,0,0
FBgn0082954,0,0
FBgn0039664,10,8
FBgn0039427,94,94
FBgn0267124,0,0
FBgn0038345,0,0
FBgn0022338,168,136
FBgn0285959,0,0
FBgn0039056,252,229
FBgn0051370,46,16
FBgn0260645,0,0
FBti0062499,0,0
FBgn0022800,9,7
FBgn0267160,2,0
FBgn0037501,0,0
FBgn0003479,54,63
FBgn0051300,0,0
FBgn0028471,114,128
FBgn0261847,0,0
FBgn0051326,2,2
FBgn0038110,50,70
FBti0019369,0,0
FBgn0037975,36,58
FBti0063106,0,0
FBgn0085328,0,0
FBgn0039316,0,0
FBgn0037455,0,0
FBgn0037571,0,0
FBgn0264495,586,536
FBgn0019828,0,0
FBgn0037726,4,2
FBti0061964,0,1
FBgn0013576,398,266
FBgn0267448,0,0
FBgn0038730,0,0
FBgn0011270,0,0
FBgn0038401,51,42
FBgn0037761,0,0
FBgn0019972,114,128
FBgn0267137,0,0
FBgn0264005,0,0
FBgn0044511,4,9
FBti0061923,0,0
FBgn0002962,4,4
FBgn0266539,0,0
FBgn0038087,0,0
FBgn0261393,2,2
FBgn0037606,24,38
FBgn0037632,753,1187
FBgn0038054,0,0
FBgn0028381,0,2
FBgn0051165,0,0
FBgn0051080,0,0
FBgn0010803,178,215
FBgn0037730,0,0
FBgn0038565,0,2
FBgn0039633,514,503
FBgn0065099,10,14
FBtr0304260_df_nrg,0,0
FBgn0039110,122,136
FBti0061925,0,0
RR48325_transposable_element,0,0
FBgn0038887,0,0
FBgn0003867,0,0
FBgn0267754,2,0
FBgn0052944,2,4
FBgn0039558,36,64
FBti0062134,0,0
FBgn0037296,0,0
FBgn0004618,0,0
FBgn0038013,34,52
FBgn0085334,6,2
FBgn0066101,0,4
FBgn0039169,40,54
FBgn0003862,618,398
FBgn0038840,0,0
FBgn0264790,0,0
FBti0064266,0,0
FBgn0259113,222,190
FBgn0004554,0,0
FBti0061677,0,1
FBgn0004862,0,0
FBgn0039580,249,260
FBgn0002783,502,595
FBgn0250746,232,244
FBgn0011963,0,0
FBgn0266578,0,0
RR42049_transposable_element,0,0
FBgn0037822,0,0
FBgn0038508,0,0
FBgn0264831,0,1
FBgn0051231,0,2
FBti0059706,0,0
FBgn0015351,30,28
FBgn0263662,0,0
FBgn0039203,0,0
FBti0063697,0,0
FBgn0263520,1,0
FBtr0309682_df_nrg,0,0
FBti0061860,0,0
FBti0063208,0,0
FBgn0004587,594,668
FBgn0000039,0,0
FBgn0002633,0,0
FBgn0086346,510,594
FBgn0267922,0,0
FBgn0037422,0,0
FBgn0039013,26,28
FBgn0037792,76,90
FBgn0039882,28,20
FBgn0266740,0,0
FBgn0262448,0,0
FBgn0039621,0,2
FBgn0264898,0,0
FBgn0262614,522,602
FBgn0000416,5636,4740
FBgn0039451,231,260
FBgn0042213,36,38
FBgn0010750,124,150
FBti0062191,0,0
FBti0061701,0,0
FBti0062164,0,0
FBgn0011740,112,78
FBgn0037877,68,50
FBgn0039308,0,0
FBgn0038826,353,212
FBgn0051118,6,6
FBtr0309732_df_nrg,0,0
FBti0063788,0,0
FBgn0039430,53,67
FBgn0039479,6,45
FBgn0038682,33,27
FBgn0039084,0,0
FBgn0039675,0,0
FBgn0038018,0,0
FBti0062874,0,0
FBgn0038929,0,0
FBgn0267192,0,0
FBgn0038950,71,68
FBti0063366,0,0
FBgn0038720,28,40
FBgn0051008,0,0
FBgn0267239,6,0
FBgn0003882,148,126
FBgn0039647,0,4
FBgn0086055,0,0
FBti0061711,0,0
FBgn0263624,0,0
FBgn0037431,0,1
FBgn0001149,264,336
FBgn0083949,0,0
FBgn0267713,0,0
FBgn0267567,5,4
FBgn0067783,7,5
FBgn0038400,246,269
FBgn0266248,2,0
RR48371_transposable_element,0,4
RR48386_transposable_element,0,10
FBgn0037782,0,0
FBgn0266743,0,0
FBgn0267450,0,2
FBti0020381,0,0
FBti0019377,2,0
FBgn0038167,105,97
FBgn0038290,119,85
FBgn0038788,70,83
FBti0063836,0,0
FBgn0037521,0,0
FBgn0264325,26,17
FBgn0019960,289,201
FBgn0259244,2,0
FBgn0004509,212,228
FBgn0039373,0,0
FBti0062502,0,0
FBgn0037710,49,54
FBgn0038542,0,0
FBgn0046247,54,51
FBgn0263477,0,1
FBgn0037831,43,67
FBgn0266406,0,0
FBgn0086610,0,0
FBgn0037465,52,70
FBgn0003312,1,0
FBgn0259736,38,21
FBgn0037772,0,0
FBti0062578,0,0
FBgn0261287,0,2
FBgn0266240,0,0
FBgn0267756,0,0
FBgn0086608,0,0
FBgn0267788,0,0
FBti0020355,0,0
FBgn0038784,0,2
FBgn0038916,0,2
FBgn0038767,32,41
FBgn0005596,170,141
FBgn0039386,2,2
FBgn0037315,270,266
FBgn0020235,992,1187
FBgn0265159,0,0
FBgn0039158,12,6
FBgn0038830,12,16
FBti0019452,0,0
FBgn0260944,72,102
FBti0059722,0,0
FBgn0086051,0,0
FBgn0039107,0,0
FBti0019392,0,0
FBgn0051439,0,0
FBgn0039620,2,2
FBgn0039443,0,0
FBgn0037937,0,0
FBgn0040554,2,3
FBgn0085454,0,0
FBti0062459,0,0
FBgn0039266,84,120
FBgn0039639,5,0
FBgn0262411,0,0
FBgn0261929,0,0
FBgn0039532,118,116
FBgn0039710,125,120
FBgn0037757,103,136
FBgn0037295,0,0
FBgn0038218,0,0
FBgn0085466,16,25
FBgn0038876,23,36
FBgn0037260,4,0
FBgn0262388,0,0
FBgn0037899,398,334
FBgn0053534,0,0
FBti0063795,0,0
FBgn0039867,46,43
FBti0061700,0,0
FBgn0053213,19,26
FBgn0261290,0,0
FBgn0038146,142,104
FBgn0039625,0,0
FBgn0051204,0,0
FBti0062423,2,0
FBti0020391,0,0
FBgn0267789,0,0
FBgn0038240,0,0
FBti0062242,0,0
FBgn0266615,0,0
FBgn0038089,0,0
FBtr0304478_df_nrg,0,0
FBgn0038880,0,0
FBgn0267719,0,0
FBgn0037754,42,2
FBgn0260005,11,10
FBgn0026250,536,480
FBgn0264906,0,0
FBgn0039042,0,0
FBti0063162,0,0
FBgn0037660,54,60
FBgn0038944,0,0
FBgn0037878,138,168
FBgn0053547,2,0
FBgn0041224,0,0
FBgn0011994,0,0
FBti0019470,1,0
FBti0019281,0,1
FBgn0037449,0,2
FBgn0037356,24,54
FBgn0037447,0,0
FBgn0038796,0,0
FBgn0038738,312,302
FBgn0038655,0,0
FBgn0038816,60,56
FBgn0038458,0,0
FBgn0004908,18,18
FBgn0085311,0,0
FBgn0263740,323,382
FBgn0286741,0,0
FBgn0038474,20,32
FBti0019463,0,0
FBgn0259704,46,59
FBgn0005659,0,0
FBgn0015019,1046,1232
FBgn0265067,4,0
FBgn0263351,168,175
FBgn0051374,0,1
FBgn0267757,0,0
FBgn0267769,0,0
FBti0064303,0,0
FBgn0000083,745,902
FBgn0262144,0,0
FBgn0039214,514,498
FBti0020314,0,0
FBgn0262869,0,0
FBti0019346,0,0
FBgn0011481,222,193
FBgn0038463,62,72
FBgn0261434,0,0
FBgn0263625,0,0
FBgn0038439,0,0
FBgn0010772,148,129
FBgn0038180,0,0
FBgn0037427,0,0
FBgn0262897,0,0
FBgn0004666,0,0
FBtr0304463_df_nrg,0,0
FBgn0037341,19,32
FBgn0037841,2,1
FBti0019435,0,0
FBgn0038082,0,0
FBgn0262457,0,0
FBgn0267211,0,0
FBgn0014380,128,167
FBgn0011666,199,189
FBgn0051088,0,0
FBgn0263650,0,0
FBgn0266745,6,6
FBgn0038735,52,39
FBgn0267400,0,0
FBgn0262405,0,1
FBgn0039356,0,2
FBgn0038917,16,27
FBgn0267698,339,315
FBgn0039323,12,6
FBti0019459,0,0
FBgn0037583,36,48
FBgn0038446,14,22
FBgn0020556,0,0
FBgn0038631,0,0
FBgn0262955,260,296
FBgn0038429,0,10
FBgn0261843,0,0
FBgn0040524,0,0
FBgn0014018,361,352
FBti0059789,0,0
FBgn0039629,0,1
FBgn0259975,0,0
FBgn0037875,120,150
FBgn0266673,30,50
FBgn0038068,0,4
FBgn0260229,0,0
RR48319_transposable_element,0,0
FBgn0026380,130,226
FBgn0037483,4,0
FBti0019306,0,0
FBgn0004898,0,0
FBgn0038114,0,1
FBgn0038787,486,588
FBgn0038159,0,0
FBgn0038708,0,0
FBgn0038281,0,0
FBgn0263653,0,0
